Project_ID,loc,category,apiName,contextInfo,severity
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Baker/Scripts/Helpers/AvatarUtility.cs:52:51:52:112,Reflection/Dynamic Call,Invoke (Generic),Target: Type Argument,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Baker/Scripts/Helpers/AvatarUtility.cs:61:43:61:102,Reflection/Dynamic Call,Invoke (Generic),Target: Type Argument,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/AmplifyOcclusion/Plugins/AmplifyOcclusionEffect.cs:304:7:304:14,Callback Definition,OnEnable,Class: AmplifyOcclusionEffect,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/AmplifyOcclusion/Plugins/AmplifyOcclusionEffect.cs:387:7:387:15,Callback Definition,OnDisable,Class: AmplifyOcclusionEffect,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/AmplifyOcclusion/Plugins/AmplifyOcclusionEffect.cs:580:7:580:12,Callback Definition,Update,Class: AmplifyOcclusionEffect,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/AmplifyOcclusion/Plugins/AmplifyOcclusionEffect.cs:647:7:647:17,Callback Definition,OnPreRender,Class: AmplifyOcclusionEffect,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/AmplifyOcclusion/Plugins/AmplifyOcclusionEffect.cs:784:7:784:18,Callback Definition,OnPostRender,Class: AmplifyOcclusionEffect,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Baker/Scripts/HumanoidBaker.cs:45:14:45:18,Callback Definition,Awake,Class: HumanoidBaker,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Baker/_DEMOS/Scripts/FKOffset.cs:32:22:32:26,Callback Definition,Start,Class: FKOffset,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Baker/_DEMOS/Scripts/FKOffset.cs:37:22:37:31,Callback Definition,LateUpdate,Class: FKOffset,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/Baker/GenericBakerInspector.cs:14:14:14:21,Callback Definition,OnEnable,Class: GenericBakerInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/Baker/HumanoidBakerInspector.cs:15:14:15:21,Callback Definition,OnEnable,Class: HumanoidBakerInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/BipedIKInspector.cs:22:15:22:22,Callback Definition,OnEnable,Class: BipedIKInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/FingerRigInspector.cs:16:8:16:15,Callback Definition,OnEnable,Class: FingerRigInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/IKExecutionOrderInspector.cs:15:8:15:15,Callback Definition,OnEnable,Class: IKExecutionOrderInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/IKInspector.cs:23:8:23:15,Callback Definition,OnEnable,Class: IKInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/RotationLimitPolygonalInspector.cs:37:21:37:28,Callback Definition,OnEnable,Class: RotationLimitPolygonalInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/RotationLimitSplineInspector.cs:39:21:39:28,Callback Definition,OnEnable,Class: RotationLimitSplineInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/FinalIK/VRIKInspector.cs:16:8:16:15,Callback Definition,OnEnable,Class: VRIKInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/Editor/Shared Demo Scripts/CameraControllerInspector.cs:14:8:14:15,Callback Definition,OnEnable,Class: CameraControllerInspector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Constraints/Constraints.cs:68:15:68:20,Callback Definition,Update,Class: Constraints,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderBipedIK.cs:65:8:65:13,Callback Definition,Update,Class: GrounderBipedIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderBipedIK.cs:100:8:100:16,Callback Definition,OnDisable,Class: GrounderBipedIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderBipedIK.cs:186:8:186:16,Callback Definition,OnDestroy,Class: GrounderBipedIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderFBBIK.cs:108:8:108:13,Callback Definition,Update,Class: GrounderFBBIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderFBBIK.cs:119:8:119:18,Callback Definition,FixedUpdate,Class: GrounderFBBIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderFBBIK.cs:123:8:123:17,Callback Definition,LateUpdate,Class: GrounderFBBIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderFBBIK.cs:195:8:195:16,Callback Definition,OnDestroy,Class: GrounderFBBIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderIK.cs:101:8:101:16,Callback Definition,OnDisable,Class: GrounderIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderIK.cs:110:8:110:13,Callback Definition,Update,Class: GrounderIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderIK.cs:254:8:254:16,Callback Definition,OnDestroy,Class: GrounderIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderVRIK.cs:55:8:55:13,Callback Definition,Update,Class: GrounderVRIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderVRIK.cs:128:8:128:16,Callback Definition,OnDestroy,Class: GrounderVRIK,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderQuadruped.cs:183:8:183:16,Callback Definition,OnDisable,Class: GrounderQuadruped,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderQuadruped.cs:192:8:192:13,Callback Definition,Update,Class: GrounderQuadruped,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderQuadruped.cs:252:8:252:17,Callback Definition,LateUpdate,Class: GrounderQuadruped,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GrounderQuadruped.cs:419:8:419:16,Callback Definition,OnDestroy,Class: GrounderQuadruped,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/Grounding.cs:230:15:230:20,Callback Definition,Update,Class: Grounding,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GroundingLeg.cs:94:16:94:23,Callback Definition,OnEnable,Class: Leg,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/Grounder/GroundingPelvis.cs:46:16:46:23,Callback Definition,OnEnable,Class: Pelvis,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Components/IKExecutionOrder.cs:33:8:33:12,Callback Definition,Start,Class: IKExecutionOrder,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Components/IKExecutionOrder.cs:38:8:38:13,Callback Definition,Update,Class: IKExecutionOrder,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Components/IKExecutionOrder.cs:45:8:45:18,Callback Definition,FixedUpdate,Class: IKExecutionOrder,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Components/IKExecutionOrder.cs:52:8:52:17,Callback Definition,LateUpdate,Class: IKExecutionOrder,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/FBBIKArmBending.cs:26:8:26:17,Callback Definition,LateUpdate,Class: FBBIKArmBending,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/FBBIKArmBending.cs:62:8:62:16,Callback Definition,OnDestroy,Class: FBBIKArmBending,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/FBBIKHeadEffector.cs:120:8:120:12,Callback Definition,Start,Class: FBBIKHeadEffector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/FBBIKHeadEffector.cs:385:8:385:16,Callback Definition,OnDestroy,Class: FBBIKHeadEffector,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/IKSolver.cs:58:15:58:20,Callback Definition,Update,Class: IKSolver,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/TwistRelaxer.cs:18:21:18:25,Callback Definition,Start,Class: TwistRelaxer,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/TwistRelaxer.cs:45:14:45:23,Callback Definition,LateUpdate,Class: TwistRelaxer,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/IK Solvers/TwistRelaxer.cs:56:14:56:22,Callback Definition,OnDestroy,Class: TwistRelaxer,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/InteractionSystem/InteractionLookAt.cs:49:15:49:20,Callback Definition,Update,Class: InteractionLookAt,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/InteractionSystem/InteractionObject.cs:462:8:462:12,Callback Definition,Start,Class: InteractionObject,info
brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/brandonmousseau_vhvr-mod_8476c6a49b512609fe35fcd2f3cc2910ce710cf4_pre/_code_subset/Unity/ValheimVR/Assets/Plugins/RootMotion/FinalIK/InteractionSystem/InteractionSystem.cs:611:15:611:19,Callback Definition,Start,Class: InteractionSystem,info
